reference_num,organization,address,classification,start_date,end_date,status,remarks,category
7651,TAN GUEK KEE & LEE SIEW LING CHARITY FOUNDATION,"D/A TETUAN TNT CHARTERED ACOUNTANTSLEVEL 4, NO. 6-8LOT 376, SECTION 54, KTLDJALAN PETANAK 93100 KUCHING SARAWAK",INSTITUSI/ORGANISASI,2024-01-01,2025-12-31,rejected,,Welfare/Social Services
7651,TAN GUEK KEE & LEE SIEW LING CHARITY FOUNDATION,"LEVEL 1, LOT 1546, BLOK 17, KCLDJALAN LAPANGAN TERBANG 93250 KUCHING SARAWAK",INSTITUSI/ORGANISASI,2014-01-01,2018-12-31,rejected,,Welfare/Social Services
7651,TAN GUEK KEE & LEE SIEW LING CHARITY FOUNDATION,"LEVEL 1, LOT 1546, BLOK 17, KCLDJALAN LAPANGAN TERBANG 93250 KUCHING SARAWAK",INSTITUSI/ORGANISASI,2019-01-01,2023-12-31,rejected,,Welfare/Social Services
7651,TAN GUEK KEE & LEE SIEW LING CHARITY FOUNDATION,"D/A MOORE STEPHENS TNTLEVEL 4, NO 6-8DUBS COMMERCIAL/OFFICE CENTRELOT 376, SEC 54, KTLDJLN PETANAK 93100 KUCHING SARAWAK",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
7657,SRJK (C) SHAN TAO SCHOOL BUILDING FUND,"TABUNG PEMBINAAN SJK(C) SHAN TAO, KEPAYAN RIDGE, KOTA KINABALU, SABAH 88000 KOTA KINABALU SABAH",TABUNG PEMBINAAN SEKOLAH (TPBS),2013-09-01,2016-08-31,rejected,,Educational
7657,"TABUNG PEMBINAAN SJK HAN TAO, KEPAYAN RIDGE, KOTA KINABALU, SABAH",SJKC SHAN TAO JALAN AUSTRALKEPAYAN RIDGE 88000 KOTA KINABALU SABAH,TABUNG PEMBINAAN SEKOLAH (TPBS),2013-09-01,2016-08-31,rejected,,Educational
7658,TABUNG PENGURUSAN RUMAH IBADAT GEREJA KEHIDUPAN BINTULU (LIFE CHURCH BINTULU),"GEREJA KEHIDUPANNO 257, KEMENA COMMERCIAL CENTREJALAN TUN RAZAK (TG BATU)P.O BOX 327 97008 BINTULU SARAWAK",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2013-10-15,2025-12-31,rejected,,Religious Organizations
7663,"BUNG PENGURUSAN RUMAH IBADAT (TPRI) MASJID AL-KHAFI CCRC BENTA, PAHANG","CCRC BENTA, AGENSI ANTIDADAH KEBANGSAANKEMENTERIAN DALAM NEGERIBATU 13, LANDASAN TERBANG BENTA 27300 BENTA PAHANG",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2013-07-15,2025-12-31,rejected,,Religious Organizations
7664,MAAHAD LIL AYTAM,"LOT 2978, LORONG MELATIKAMPUNG DAMAI 48050 KUANG SELANGOR",INSTITUSI/ORGANISASI,2014-08-15,2025-12-31,rejected,,Religious Organizations
7675,"TABUNG PENGURUSAN RUMAH IBADAT (TPRI) WAT PHOTHIVIHAN KAMPUNG JAMBU, TUMPAT, KELANTAN",PT 258PERUMAHAN KAMPUNG KULIM 16250 WAKAF BHARU KELANTAN,TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2013-12-01,2025-12-31,rejected,,Religious Organizations
7680,"TABUNG PENGURUSAN RUMAH IBADAT (TPRI) PERSATUAN PEMBINAAN POLING KEONG, SETAPAK, KUALA LUMPUR",C/O 75 JALAN K2TAMAN MELAWATI 53100 KUALA LUMPUR WP KUALA LUMPUR,TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2014-04-15,2025-12-31,rejected,,Religious Organizations
7684,FARRASH FOUNDATION,NO. 3 JALAN PANGLIMA 12/2BUKIT KAYANGAN 40100 SHAH ALAM SELANGOR,INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Others
7249,YAYASAN NUR JAUHAR,"B1-09-13A, RIVERSON SOHO,LORONG RIVERSON @ SEMBULANOFF JALAN COASTAL 88100 KOTA KINABALU SABAH",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Religious Organizations
7249,YAYASAN NUR JAUHAR,NO 11-2 LOT 142ND FLOOR BLOCK BDAMAI PLAZA PHASE IV 88300 KOTA KINABALU SABAH,INSTITUSI/ORGANISASI,2017-01-01,2021-12-31,rejected,,Religious Organizations
7256,PERSATUAN PEMINAT OPERA DAN MUZIKAL CINA TOTALMAS KUALA LUMPUR,"NO. 28-2, JALAN WANGSA SETIA 4WANGSA MELAWATI 53300 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2017-05-01,2022-04-30,rejected,,Cultural/Arts
7263,YAYASAN SUMUR MUSLIM,"D/A MAAHAD TAHFIZ WA TAALIM ALQURANKG SG BADAK, KM7JALAN BENTA 27000 JERANTUT PAHANG",INSTITUSI/ORGANISASI,2013-05-15,2025-06-30,rejected,,Religious Organizations
7264,YAYASAN FAHAM,"NO. 8, BOULEVARD 2JALAN AMPANG UTAMA 2/2 68000 AMPANG SELANGOR",INSTITUSI/ORGANISASI,2012-05-01,2024-12-31,rejected,,Others
7265,PERSATUAN KEBAJIKAN ORANG-ORANG KURANG UPAYA NEGERI JOHOR,NO 2JALAN LINTANG 86000 KLUANG JOHOR,INSTITUSI/ORGANISASI,2012-11-01,2025-12-31,rejected,,Disability Services
7265,PERSATUAN KEBAJIKAN ORANG-ORANG KURANG UPAYA NEGERI JOHOR,NO 2JALAN LINTANG 86000 KLUANG JOHOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
7268,"TABUNG PEMBINAAN SURAU SMK TOH INDERA WANGSA AHMAD, JALAN TANJUNG TUALANG","SMK TOH INDERA WANGSA AHMAD,JALAN TANJUNG TUALANG 31007 Batu Gajah PERAK",TABUNG PEMBINAAN SEKOLAH (TPBS),2012-05-01,2015-04-30,rejected,,Religious Organizations
7278,"PERTUBUHAN KEBAJIKAN RAUDHATUL BAIDURI, SELANGOR","NO. 11A, JALAN 2TAMAN BAIDURI 43800 DENGKIL SELANGOR",INSTITUSI/ORGANISASI,2013-01-01,2025-12-31,rejected,,Welfare/Social Services
7278,"PERTUBUHAN KEBAJIKAN RAUDHATUL BAIDURI, SELANGOR","NO. 11A, JALAN 2TAMAN BAIDURI 43800 DENGKIL SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
7279,BAITUL HAYATI FOUNDATION,"LOT 9 & 11, JALAN P/9BKAWASAN PERUSAHAAN BANGI 43650 BANDAR BARU BANGI SELANGOR",INSTITUSI/ORGANISASI,2013-11-15,2024-06-30,rejected,,Healthcare/Medical
7280,YAYASAN RAFULIN,"18-1, MENARA 1MKPREMIER TOWER, KOMPLEKS 1 MONT'KIARA1 JALAN KIARA, MONT'KIARA 50480 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2025-01-01,2027-12-31,approved,,Others
7280,YAYASAN RAFULIN,"18-1MENARA 1MK, PREMIUM TOWER KOMPLEKS 1MONT KIARA1 JALAN KIARA MONT KIARA 50480 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2015-01-01,2019-12-31,rejected,,Others
7280,YAYASAN RAFULIN,"18-1MENARA 1MK, PREMIUM TOWER KOMPLEKS 1MONT KIARA1 JALAN KIARA MONT KIARA 50480 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Others
7283,"TABUNG PEMBINAAN SHEKINAH METHODIST CHURCH, SITIAWAN","NO. 6, TAMAN SITIAWAN JAYAJALAN LUMUT 32000 Sitiawan PERAK",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2012-05-09,2014-05-09,rejected,,Religious Organizations
7284,YAYASAN TERATAK BARAKAH NEGERI KEDAH,"NO 12 LORONG JELATEK 2/4TAMAN JELATEK, JALAN LANGGAR 05460 ALOR SETAR KEDAH",INSTITUSI/ORGANISASI,2012-08-01,2025-12-31,rejected,,Others
7284,YAYASAN TERATAK BARAKAH NEGERI KEDAH,"NO 12 LORONG JELATEK 2/4TAMAN JELATEK, JALAN LANGGAR 05460 ALOR SETAR KEDAH",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
7289,YAYASAN PENERAJU PENDIDIKAN BUMIPUTRA,"TINGKAT 15-1, MERCU UEMJALAN STESEN SENTRAL 5 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2011-11-23,2025-12-31,rejected,,Others
7289,YAYASAN PENERAJU PENDIDIKAN BUMIPUTRA,"TINGKAT 15-1, MERCU UEMJALAN STESEN SENTRAL 5 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
7291,CHONG HWA KL FOUNDATION,"JALAN ST. THOMASBATU 3 1/2, OFF JALAN IPOH 51100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2024-03-01,2029-02-28,approved,,Others
7291,CHONG HWA KL FOUNDATION,"1/2, JALAN ST THOMAS, OFFJLN SULTAN AZLAN SHAHBATU 3 51100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2014-01-01,2018-12-31,rejected,,Others
7291,CHONG HWA KL FOUNDATION,"JALAN ST. THOMASBATU 3 1/2, OFF JALAN IPOH 51100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2019-03-01,2024-02-29,rejected,,Others
7298,TABUNG PEMBINAAN SEKOLAH MENENGAH TSHUNG TSIN SABAH,SEKOLAH MENENGAH TSHUNG TSINP.O BOX 11135 88812 KOTA KINABALU SABAH,TABUNG PEMBINAAN SEKOLAH (TPBS),2017-05-01,2020-04-30,rejected,,Educational
7303,"MENG SENG CHARITABLE ASSOCIATION, MELAKA",NO. 99 JALAN BENDAHARA 75100 MELAKA,INSTITUSI/ORGANISASI,2013-01-01,2025-12-31,rejected,,Welfare/Social Services
7303,"MENG SENG CHARITABLE ASSOCIATION, MELAKA",NO. 99 JALAN BENDAHARA 75100 MELAKA,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
5546,"LEMBAGA PELAWAT RUMAH SERI KENANGAN, CHENG MELAKA","KM 12, PAYA RUMPUTPAYA RUMPUT POS 75250 MELAKA",INSTITUSI/ORGANISASI,1961-05-13,2021-12-31,rejected,,Religious Organizations
5547,LEMBAGA PELAWAT TAMAN SINAR HARAPAN TUNKU AMPUAN NAJIHAH,JALAN TEMIANG 70200 SEREMBAN NEGERI SEMBILAN,INSTITUSI/ORGANISASI,1961-05-13,2024-12-31,rejected,,Religious Organizations
5548,PERTUBUHAN HEMODIALISIS MUHIBBAH SEGAMAT,PERTUBUHAN HEMODIALISIS MUHIBBAH14 & 16 JALAN NAGASARI 17SEGAMAT BARU 85000 SEGAMAT JOHOR,INSTITUSI/ORGANISASI,2005-11-01,2022-12-31,rejected,,Healthcare/Medical
5550,"PUSAT JAGAAN WARGA ISTIMEWA KEMPAS, JOHOR BAHRU","D/A PERSATUAN KEBAJIKAN ORANG-ORANG ISTIMEWANO. 2, JALAN BANJARAN 6KEMPAS BARU 81200 TAMPOI, JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2004-08-01,2025-12-31,rejected,,Disability Services
5550,"PUSAT JAGAAN WARGA ISTIMEWA KEMPAS, JOHOR BAHRU, JOHOR",NO. 2 JALAN BANJARAN 6KEMPAS BARU 81200 JOHOR BAHRU JOHOR,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Disability Services
5563,YAYASAN PEMBANGUNAN KELUARGA DARUL TA'ZIM,"D/A YAYASAN PEMBANGUNAN KELUARGANO. 31 - 32, JALAN TUN ABDUL RAZAKSUSUR 4 80200 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2003-10-01,2025-12-31,rejected,,Religious Organizations
5563,YAYASAN PEMBANGUNAN KELUARGA DARUL TA'ZIM,"D/A YAYASAN PEMBANGUNAN KELUARGANO. 31 - 32, JALAN TUN ABDUL RAZAKSUSUR 4 80200 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
5569,PERSATUAN PENJAGAAN KANAK-KANAK CACAT KLANG,"NO. 4, LORONG BUNGA RAYAKG. RAJA UDA 42000 PORT KLANG SELANGOR",INSTITUSI/ORGANISASI,2004-12-15,2014-12-14,rejected,,Disability Services
5570,PERTUBUHAN KESIHATAN MENTAL MELAKA,"621-F, JALAN DELIMA 12TAMAN BUKIT MELAKABUKIT BERUANG 75400 MELAKA",INSTITUSI/ORGANISASI,2003-10-15,2025-06-30,rejected,,Healthcare/Medical
5570,PERTUBUHAN KESIHATAN MENTAL MELAKA,"621 F, JALAN DELIMA 12TAMAN BUKIT MELAKABUKIT BERUANG 75450 MELAKA",INSTITUSI/ORGANISASI,2025-07-01,2030-06-30,approved,,Healthcare/Medical
5571,TABUNG KEBAJIKAN DAN PENDIDIKAN KELAB BALKIS,KELAB BALKISLOT 2103 TAMAN KENANGANJALAN HOSPITAL 15200 KOTA BHARU KELANTAN,INSTITUSI/ORGANISASI,2003-11-01,2021-12-31,rejected,,Welfare/Social Services
5583,YAYASAN AL-JENDERAMI,"LOT 27719, KAMPUNG BARULORONG AMANJENDERAM HILIR 43800 DENGKIL SELANGOR",INSTITUSI/ORGANISASI,2004-09-01,2025-03-31,rejected,,Religious Organizations
5588,YAYASAN TUANKU FAUZIAH,D/A PEJABAT SETIAUSAHA SULIT TUANKU RAJA PERLISISTANA ARAU 02600 Arau PERLIS,INSTITUSI/ORGANISASI,2004-12-01,2021-12-31,rejected,,Religious Organizations
5597,"PERSATUAN KEBAJIKAN RUMAH ANAK-ANAK YATIM DAMAI, KUANG, SELANGOR","KM 28.5, JALAN KUANGLORONG TERATAIKAMPUNG DAMAI 48050 KUANG SELANGOR",INSTITUSI/ORGANISASI,2005-10-01,2025-12-31,rejected,,Children/Youth
5597,"PERSATUAN KEBAJIKAN RUMAH ANAK-ANAK YATIM DAMAI, KUANG, SELANGOR","KM 28.5, JALAN KUANGLORONG TERATAIKAMPUNG DAMAI 48050 KUANG SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Children/Youth
5598,YAYASAN PAYA TERUBONG,309-K ROOM ATINGKAT 3SILVER SQUARE PERAK ROAD 10150 PENANG PULAU PINANG,INSTITUSI/ORGANISASI,2005-10-15,2021-12-31,rejected,,Others
5606,MAJLIS PELAN TINDAKAN PEMBANGUNAN UMMAH (MPTPU),"TINGKAT 6, BANGUNAN DARUZZAKAHLORONG HAJI HUSSEIN 2OFF JALAN RAJA MUDA 50676 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2004-01-01,2020-11-13,rejected,,Others
5614,YAYASAN AIDS MALAYSIA (MALAYSIAN AIDS FOUNDATION) (MAF),"NO. 12, THE BOULEVARD SHOP OFFICEJALAN 13/48A, OFF JALAN SENTUL 51000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2007-03-01,2025-12-31,rejected,,Healthcare/Medical
5615,PERSATUAN SUMBER DAN PENDIDIKAN BAGI KANAK-KANAK AUTISTIK PULAU PINANG,184 JALAN BUNGA CEMPAKA 11700 BUKIT GELUGOR PULAU PINANG,INSTITUSI/ORGANISASI,2005-07-15,2025-12-31,rejected,,Children/Youth
5615,PERSATUAN SUMBER DAN PENDIDIKAN BAGI KANAK-KANAK AUTISTIK PULAU PINANG,184 JALAN BUNGA CEMPAKA 11700 BUKIT GELUGOR PULAU PINANG,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Children/Youth
5616,"PERSATUAN PENJAGAAN KANAK-KANAK TERENCAT AKAL JOHOR BAHRU, JOHOR","LOT 5042, JALAN INDAH PERMAI 9TAMAN SALENG INDAH 81400 SALENG JOHOR",INSTITUSI/ORGANISASI,2004-05-01,2025-12-31,rejected,,Disability Services
5617,MAJUDIRI 'Y' FOUNDATION,"95, JALAN PADANG BELIA 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2005-03-15,2025-12-31,rejected,,Others
5617,MAJUDIRI 'Y' FOUNDATION FOR THE DEAF,95 JALAN PADANG BELIAOFF JALAN TUN SAMBANTHAN 50470 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
5618,"PERSATUAN WARGANEGARA KANAN, SELANGOR DAN WILAYAH PERSEKUTUAN","4, JALAN SS5D/6, SS 5 46200 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2005-12-01,2023-12-31,rejected,,Elderly Care
5620,YAYASAN ASIA WORKS SELANGOR DAN WILAYAH PERSEKUTUAN,"GROUND FLOORCRYSTAL PLAZALOT 4, JALAN 51A/223 46100 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2008-11-15,2025-12-31,rejected,,Others
1430,"SEKOLAH MENENGAH PEREMPUAN (INGG) PUDU, KUALA LUMPUR (TABUNG BIASISWA LEE THIN CHEONG)",SEKOLAH MENENGAH PEREMPUAN (INGG) PUDU KUALA LUMPUR(TABUNG BIASISWA LEE THIN CHEONG)JALAN FOSS 55200 KUALA LUMPUR WP KUALA LUMPUR,LAIN-LAIN TABUNG,1970-05-25,2018-06-12,revoked,,Educational
1440,THE OLD FREES ASSOCIATION SESQUICENTENARY LOAN FUND (TABUNG BIASISWA),41 JALAN SULTAN AHMAD SHAH 10050 GEORGE TOWN PULAU PINANG,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1969-01-01,2025-12-31,rejected,,Educational
1440,THE OLD FREES ASSOCIATION SESQUICENTENARY LOAN FUND (TABUNG BIASISWA),41 JALAN SULTAN AHMAD SHAH 10050 GEORGE TOWN PULAU PINANG,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2026-01-01,2035-12-31,approved,,Educational
1441,PERSATUAN SEJARAH MALAYSIA,"ARAS 3, BLOK AWISMA SEJARAH230, JALAN TUN RAZAK 50400 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1969-02-11,2025-06-30,rejected,,Cultural/Arts
1462,TABUNG AMANAH BANTUAN BENCANA NEGARA (NATIONAL RELIEF FUND),KETUA SETIAUSAHA PERBENDAHARAAN MALAYSIAKEMENTERIAN KEWANGANKHAZANAH MALAYSIA 62594 PUTRAJAYA WP PUTRAJAYA,LAIN-LAIN TABUNG,1969-05-13,2025-12-31,rejected,,Emergency/Disaster Relief
1483,SELANGOR VOCATIONAL GUIDANCE ASSOCIATION,"D/A TKT. 11, PLAZA PEKELILINGJALAN TUN RAZAK 50400 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1969-09-13,2021-12-31,rejected,,Cultural/Arts
1488,PERSATUAN CEREBRAL PALSY JOHOR (JOHOR CEREBRAL PALSY ASSOCIATION),138 JALAN DATO MENTERI 80100 JOHOR BAHRU JOHOR,INSTITUSI/ORGANISASI,1968-04-24,2025-12-31,rejected,,Disability Services
1488,PERSATUAN CEREBRAL PALSY JOHOR (JOHOR CEREBRAL PALSY ASSOCIATION),138 JALAN DATO MENTERI 80100 JOHOR BAHRU JOHOR,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Disability Services
1496,"KOLEJ TUNKU ABD. RAHMAN, K. LUMPUR - (TABUNG PINJAMAN PELAJAR)",JABATAN BENDAHARIALAN GENTING KLANGSETAPAK 53300 KUALA LUMPUR WP KUALA LUMPUR,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1979-01-21,2018-06-01,revoked,,Educational
1500,PERSATUAN VETERAN ATM (PV-ATM),"IBU PEJABAT NEGARATINGKAT 3, WISMA PAHLAWANJALAN SULAIMANPETI SURAT 12447 50778 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1951-01-01,2026-12-31,approved,,Others
1503,MAJLIS SUKAN NEGERI SABAH,"D/A KEMENTERIAN KEBUDAYAAN BELIA & SUKAN, (NEGERI) SABAHTINGKAT 10, BLOK B, WISMA MUIS 88999 KOTA KINABALU SABAH",INSTITUSI/ORGANISASI,1970-02-04,2025-12-31,rejected,,Sports/Recreation
1503,MAJLIS SUKAN NEGERI SABAH,"D/A KEMENTERIAN KEBUDAYAAN BELIA & SUKAN, (NEGERI) SABAHTINGKAT 10, BLOK B, WISMA MUIS 88999 KOTA KINABALU SABAH",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Sports/Recreation
1506,YAYASAN BUAH PINGGANG KEBANGSAAN MALAYSIA (NATIONAL KIDNEY FOUNDATION OF MALAYSIA) (NKF),"NO. 70, JALAN 14/29 46100 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,1969-12-08,2016-12-31,revoked,Penderma tidak layak mendapat potongan cukai mulai 29 Ogos 2019 (tarikh pemakluman kelulusan di bawah Subseksyen 44(6) ditarikbalik),Healthcare/Medical
1520,"HOKKIEN ASSOCIATION JOHOR BAHRU, JOHOR (TABUNG BIASISWA)","41B, JALAN KUNING DUATAMAN PELANGI 80400 JOHOR BAHRU JOHOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1970-05-18,2025-12-31,rejected,,Educational
1529,RUMAH KEBAJIKAN KANAK-KANAK CACAT NEGERI PERAK,"BATU 5, JALAN TANJUNG TUALANG 31000 BATU GAJAH PERAK",INSTITUSI/ORGANISASI,1969-12-18,2025-12-31,rejected,,Disability Services
1529,RUMAH KEBAJIKAN KANAK-KANAK CACAT NEGERI PERAK,JKR 511 LORONG AMANP.O.BOX 14 31000 BATU GAJAH PERAK,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
1532,MORAL RE-ARMAMENT MALAYSIA FUND,"NO. 15, JALAN CHANGGAI (6/22) 46000 PETALING JAYA SELANGOR",LAIN-LAIN TABUNG,1970-07-10,2025-12-31,rejected,,Others
1543,PERSEKUTUAN BINA BADAN MALAYSIA (MALAYSIAN BODY BUILDING FEDERATION),SUITE 11 TINGKAT SATUWISMA OCMJALAN HANG JEBAT 50150 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1969-12-02,2021-12-31,rejected,,Sports/Recreation
1544,INSTITUTION OF SURVEYORS MALAYSIA SCHOLARSHIP FUND,"PENTHOUSE BANGUNAN JURU UKUR64-66, JALAN 52/4 46000 PETALING JAYA SELANGOR",LAIN-LAIN TABUNG,1970-08-10,2017-11-10,revoked,,Educational
1545,PERTUBUHAN PEMULIHAN KAWASAN NEGERI JOHOR (JOHOR AREA REHABILITATION ORGANISATION) (JARO OR J.A.R.O.),"NO. 18, JALAN SUNGEI CHATP.O.BOX 230 80720 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,1970-07-14,2025-12-31,rejected,,Others
1545,PERTUBUHAN PEMULIHAN KAWASAN NEGERI JOHOR (JOHOR AREA REHABILITATION ORGANISATION) (JARO OR J.A.R.O.),"NO. 18, JALAN SUNGEI CHATP.O. BOX 230, 80720 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
1556,TAN SRI SAW SENG KEW MEMORIAL FUND,D/A KHOO KHAI HONG & CO.NO. 120 MACALISTER ROAD 10400 PULAU PINANG,LAIN-LAIN TABUNG,1960-07-03,2022-12-31,rejected,,Others
1557,SARAWAK ROAD SAFETY COUNCIL,"D/A MINISTRY OF TRANSPORT SARAWAKLEVEL 3, BANGUNAN BAILTUL MAKMURMEDAN RAYA, PETRA JAYA 93050 KUCHING SARAWAK",INSTITUSI/ORGANISASI,1970-09-29,2024-10-31,rejected,,Sports/Recreation
1587,CHEE KIM THONG PUGILISTIC AND HEALTH SOCIETY,"D/A DAVID KUOK & CO.SUITE 1503, 15TH FLOORMENARA TR, 161B JALAN AMPANG 50450 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1971-01-11,2020-05-31,revoked,,Healthcare/Medical
1593,PERSATUAN PENGGUNA PULAU PINANG (CONSUMERS ASSOCIATION OF PENANG),10 JALAN MASJID NEGERI 11600 PULAU PINANG,INSTITUSI/ORGANISASI,1970-12-04,2025-12-31,rejected,,Others
6047,KUAN YIN CONTEMPLATIVE ORDER TRUST (KYCO) FUND,"NO. 3, JALAN 20/19PARAMOUNT GARDEN 46300 PETALING JAYA SELANGOR",LAIN-LAIN TABUNG,2007-05-15,2025-12-31,rejected,,Religious Organizations
6049,"LEMBAGA PELAWAT RUMAH KANAK-KANAK TAMAN BAKTI, KEPALA BATAS","NO. 2, LORONG PERDA SELATAN 2BANDAR PERDA 14000 BUKIT MERTAJAM PULAU PINANG",INSTITUSI/ORGANISASI,1993-05-27,2021-12-31,rejected,,Religious Organizations
6051,YAYASAN LATIHAN INSAN ISTIMEWA PERAK MALAYSIA,"NO. 2, JALAN HOR HOCK LUNGTAMAN CAMAYPASIR PUTIH 31650 IPOH PERAK",INSTITUSI/ORGANISASI,2006-12-01,2025-12-31,rejected,,Disability Services
6052,BREAST CANCER FOUNDATION (DAHULUNYA DIKENALI SEBAGAI PRIDE FOUNDATION),"568-9-30, 9TH FLOORKOMPLEKS MUTIARA3 1/2 MILES, JALAN IPOH 51200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2006-05-24,2025-12-31,rejected,,Healthcare/Medical
6053,YAYASAN PENDIDIKAN ISLAM,NO 9 JALAN PJS 8/17DATARAN MENTARI 46150 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2007-05-01,2025-12-31,rejected,,Religious Organizations
6053,YAYASAN PENDIDIKAN ISLAM,WISMA IQRAHNO 9-1 JALAN PJS 8/17DATARAN MENTARI 46150 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
6056,MERDEKA HERITAGE TRUST,"PERMODALAN NASIONAL BERHADTINGKAT 24, MENARA PNB201-A, JALAN TUN RAZAK 50400 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2006-08-30,2025-12-31,rejected,,Cultural/Arts
6057,"PERSATUAN PEMULIHAN DALAM KOMUNITI, BUNTONG, IPOH, PERAK (COMMUNITY BASED REHABILITION ASSOCIATION, BUNTONG, IPOH, PERAK)","10, LORONG PAKIANATHANBUNTONG 30100 IPOH PERAK",INSTITUSI/ORGANISASI,2008-07-01,2025-12-31,rejected,,Disability Services
6057,"PERSATUAN PEMULIHAN DALAM KOMUNITI, BUNTONG, IPOH, PERAK (COMMUNITY BASED REHABILITION ASSOCIATION, BUNTONG, IPOH, PERAK)","10, LORONG PAKIANATHANBUNTONG 30100 IPOH PERAK",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Disability Services
6058,YAYASAN AMAL JET KUALA LUMPUR,"M2 C/1, JALAN PANDAN INDAH 4/6PANDAN INDAH 55100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2007-11-01,2023-12-31,rejected,,Welfare/Social Services
6059,HASEENAH FOUNDATION,TETUAN ERNST & YOUNGLEVEL 23A MENARA MILLENIUMJALAN DAMANLELAPUSAT BANDAR DAMANSARA 50490 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2006-08-18,2025-12-31,rejected,,Others
6064,BADAN KEBAJIKAN PEMBANGUNAN INSAN MUSLIM PERAK,"NO. 195A, FASA 1ASRI MANJUNG 32040 MANJUNG PERAK",INSTITUSI/ORGANISASI,2007-02-01,2025-12-31,rejected,,Welfare/Social Services
